id uczestnika,pesel,id_zdarzenia
524,83248398628,424
525,65691167989,425
526,50954143391,426
527,18536404754,427
528,30474874088,428
529,59977153286,429
530,34349948686,430
531,70205017092,431
532,97507152712,432
533,37714559565,433
534,29052208266,434
535,11695801030,435
536,82419563382,436
537,61850109238,437
538,25787565489,438
539,21558659194,439
540,48414438841,440
541,96294953389,441
542,85491033373,442
543,15693458885,443
544,41552326712,444
545,49027957536,445
546,49715308767,446
547,46185639664,447
548,15441736512,448
549,88593797584,449
550,11259781455,450
551,27865967801,451
552,39309065755,452
553,12236777839,453
554,89461063330,454
555,17705200620,455
556,18500973500,456
557,27352896443,457
558,84943232579,458
559,57579260888,459
560,40476576175,460
561,31275564914,461
562,41541735224,462
563,10507851486,463
564,62660777526,464
565,87404193715,465
566,25540357622,466
567,99463641857,467
568,74984781008,468
569,33117821761,469
570,53900543737,470
571,44546804204,471
572,28653090912,472
573,45282230086,473
574,11419907709,474
575,12530918217,475
576,77849737722,476
577,33583566716,477
578,34524155421,478
579,31162717510,479
580,59031652110,480
581,73059527186,481
582,56142747897,482
583,84164998764,483
584,67180630768,484
585,76054776283,485
586,88488392071,486
587,94142200274,487
588,57932419410,488
589,31452647183,489
590,94837594711,490
591,10783657454,491
592,22880318947,492
593,49263018233,493
594,84772779092,494
595,54892583933,495
596,39160016187,496
597,29682031360,497
598,32629581245,498
599,44386671798,499
600,27787089840,500
601,17748816279,501
602,42654819672,502
603,55328962789,503
604,25327840623,504
605,34216315174,505
606,89161286251,506
607,67592806424,507
608,69658392910,508
609,42241501929,509
610,11538744568,510
611,10332427245,511
612,17079736304,512
613,50212274703,513
614,58889862396,514
615,62956911964,515
616,39489907365,516
617,52089958438,517
618,95954323858,518
619,81893121647,519
620,10463518924,520
621,90145931766,521
622,74972446019,522
623,62717454955,523
624,69654577695,524
625,54272705510,525
626,79324804543,526
627,70963537767,527
628,69153609626,528
629,24535028159,529
630,20443360908,530
631,39048401688,531
632,51787745099,532
633,86884945302,533
634,59257676508,534
635,20646153757,535
636,33449946169,536
637,61796221803,537
638,28192048997,538
639,89077191491,539
640,52290497057,540
641,23988106452,541
642,44729091866,542
643,16186589714,543
644,12869773370,544
645,87703692043,545
646,93002620350,546
647,23219047153,547
648,67954305139,548
649,23605889970,549
650,68875403341,550
651,41377248288,551
652,52240444676,552
653,48147748080,553
654,85407622405,554
655,89531185412,555
656,37684135654,556
657,32955722159,557
658,76640906104,558
659,83726483453,559
660,38435097708,560
661,57318946712,561
662,58342935274,562
663,33007741796,563
664,90764263347,564
665,38861539049,565
666,12455776318,566
667,56187363677,567
668,99015072188,568
669,27560460501,569
670,38430242912,570
671,28903992607,571
672,16565250406,572
673,80483028029,573
674,46175436383,574
675,99977054362,575
676,47223205597,576
677,60326859406,577
678,32856328203,578
679,47617006069,579
680,78691680943,580
681,64725129818,581
682,26362415058,582
683,76730508679,583
684,28299247046,584
685,62914250782,585
686,45793496422,586
687,81487697911,587
688,26254784232,588
689,98923396118,589
690,37101488240,590
691,92885287582,591
692,87239674918,592
693,54521774223,593
694,85807859597,594
695,70781900178,595
696,94314722867,596
697,86387462051,597
698,20588795985,598
699,70665908621,599
700,11054069121,600
701,31041365739,601
702,60943840071,602
703,18299131593,603
704,98088012305,604
705,95076111063,605
706,47059832757,606
707,81551130597,607
708,54396561980,608
709,76718981658,609
710,91429039245,610
711,37922610582,611
712,32379556094,612
713,77842848107,613
714,45474918297,614
715,99838463716,615
716,95123549712,616
717,31416788506,617
718,74829336697,618
719,58177183504,619
720,95640178691,620
721,27414592861,621
722,30606741748,622
723,68441121065,623
724,48983725565,624
725,83782806586,625
726,79575938192,626
727,34733944636,627
728,15230098415,628
729,46648486659,629
730,36002838824,630
731,71625522438,631
732,89607228346,632
733,93914798268,633
734,84433195454,634
735,88462385493,635
736,30892721185,636
737,14419930999,637
738,32012102803,638
739,69828838917,639
740,36858744225,640
741,59685445822,641
742,75875284690,642
743,51357078696,643
744,59505141561,644
745,40193091876,645
746,59152578515,646
747,92120542027,647
748,11294564611,648
749,66693659019,649
750,57851000492,650
751,88565328460,651
752,28240112208,652
753,78733856406,653
754,48994715483,654
755,31163671162,655
756,38937928277,656
757,23764698311,657
758,41554099172,658
759,86965321679,659
760,39576215064,660
761,49706069676,661
762,30611010783,662
763,82239151956,663
764,34876329691,664
765,85398373035,665
766,44848234148,666
767,66882426291,667
768,22688383390,668
769,98565780238,669
770,17149871104,670
771,18911463814,671
772,64934576657,672
773,74896936211,673
774,31409110755,674
775,11386264759,675
776,73823234378,676
777,37158613585,677
778,68410212801,678
779,70899019648,679
780,32474969337,680
781,45322665981,681
782,26939140036,682
783,72839325236,683
784,84967972233,684
785,16217893374,685
786,97731746336,686
787,68718647589,687
788,67145249293,688
789,30741308536,689
790,48339494944,690
791,13356084403,691
792,82226073083,692
793,12948284363,693
794,49526769025,694
795,75271072451,695
796,14445449016,696
797,65807348030,697
798,34159615861,698
799,21208741332,699
800,62203993019,700
801,21422469623,701
802,88850467814,702
803,78629755055,703
804,62984063860,704
805,89016997101,705
806,64160766604,706
807,97090003714,707
808,24904896638,708
809,85048958139,709
810,32257327086,710
811,18550605733,711
812,93285317123,712
813,97852031258,713
814,94903154720,714
815,74709769712,715
816,34292664907,716
817,52408135163,717
818,13305562350,718
819,71391931642,719
820,73889639428,720
821,98375865853,721
822,36326094598,722
823,57906298218,723
824,34364705949,724
825,99110351143,725
826,32986481342,726
827,42127223064,727
828,15533219108,728
829,59908601618,729
830,10095673430,730
831,64308599094,731
832,54986178107,732
833,39458713014,733
834,48915728207,734
835,84561705148,735
836,93144838800,736
837,96920930959,737
838,10823155221,738
839,98588693270,739
840,80837438277,740
841,37995005153,741
842,76259921843,742
843,76722896351,743
844,63670333987,744
845,53177606740,745
846,62725277859,746
847,28242633131,747
848,42914510463,748
849,83106902381,749
850,68393809783,750
851,64996808614,751
852,75335661827,752
853,87395586035,753
854,18993010894,754
855,70139885205,755
856,33046800862,756
857,76592536131,757
858,99565674122,758
859,84781990568,759
860,50664557841,760
861,90227292429,761
862,82849659441,762
863,62424600936,763
864,21539839765,764
865,23845809688,765
866,33100137313,766
867,10402962663,767
868,67642738597,768
869,31923394837,769
870,54402684101,770
871,45899169284,771
872,36473776069,772
873,80543634582,773
874,62693706512,774
875,74915205504,775
876,69769850414,776
877,54478459420,777
878,73181205555,778
879,48276534946,779
880,18303538140,780
881,95928432453,781
882,65182071222,782
883,25180530226,783
884,98952717766,784
885,75083970951,785
886,70970141631,786
887,77021363267,787
888,78823659418,788
889,76428742945,789
890,57435979616,790
891,92749906681,791
892,76835842471,792
893,30475013360,793
894,49454430269,794
895,41651172566,795
896,69513402820,796
897,59279142073,797
898,20359464891,798
899,69955871993,799
900,82508488475,800
901,94897566375,801
902,53273381049,802
903,88575392860,803
904,29863694541,804
905,29691070937,805
906,37609943222,806
907,90726905323,807
908,20452003530,808
909,35818616460,809
910,27621767770,810
911,57787573457,811
912,73247688137,812
913,29191857392,813
914,74120688887,814
915,14358648061,815
916,82780400946,816
917,23737947704,817
918,91044837147,818
919,64250331729,819
920,97793687547,820
921,69581773363,821
922,42833489995,822
923,20511186297,823
924,97824093461,824
925,54686953130,825
926,42943499326,826
927,91360519465,827
928,35311166779,828
929,50716505336,829
930,48665917637,830
931,88158061398,831
932,61680359636,832
933,98890315160,833
934,19913496374,834
935,85553163249,835
936,13967374927,836
937,85521182680,837
938,79612351160,838
939,73887546354,839
940,32327789671,840
941,22725802320,841
942,10632765391,842
943,18260811559,843
944,78576611513,844
945,44568734789,845
946,28465223665,846
947,29978406905,847
948,87554426446,848
949,62315043321,849
950,65779792139,850
951,46640869811,851
952,56074429016,852
953,12400404108,853
954,19093403133,854
955,33962093444,855
956,23213676824,856
957,90843791493,857
958,41663089417,858
959,29832059477,859
960,63826671446,860
961,58797209508,861
962,13000404861,862
963,22715143391,863
964,29046118441,864
965,70304063770,865
966,36123230782,866
967,37104017813,867
968,15238786912,868
969,71990094745,869
970,73890068190,870
971,54436591634,871
972,13955026417,872
973,85510351166,873
974,42102116838,874
975,66360006529,875
976,75825232459,876
977,94055470789,877
978,44303393780,878
979,56651402865,879
980,86534997023,880
981,74915394396,881
982,77040966997,882
983,55283524278,883
984,38759865792,884
985,20620529396,885
986,75698366589,886
987,42286233330,887
988,75331032777,888
989,31404728556,889
990,83108581705,890
991,60205176230,891
992,54247680774,892
993,15936475744,893
994,87692830456,894
995,77502770932,895
996,22882536599,896
997,43973460133,897
998,31240591359,898
999,56224935761,899
1000,75664902942,900
1001,58574965373,901
1002,96437800207,902
1003,74157945893,903
1004,60227904336,904
1005,93620528250,905
1006,54290874693,906
1007,66664825084,907
1008,30470412569,908
1009,78982218751,909
1010,24919288541,910
1011,89846441651,911
1012,19515936312,912
1013,37720528238,913
1014,86408282854,914
1015,82568921682,915
1016,34224623086,916
1017,99755554631,917
1018,42301178777,918
1019,89046533925,919
1020,81572399513,920
1021,62045566735,921
1022,19813322898,922
1023,56767182137,923
1024,47980461667,924
1025,43537288784,925
1026,31197718699,926
1027,98167805564,927
1028,18240226329,928
1029,43578758833,929
1030,80827872665,930
1031,38314658255,931
1032,13296700245,932
1033,23345408583,933
1034,63945365731,934
1035,47941125964,935
1036,39157222097,936
1037,75238263377,937
1038,71202715688,938
1039,26641183123,939
1040,72213114932,940
1041,47986643447,941
1042,56903165257,942
1043,14153891512,943
1044,77363346979,944
1045,30693648185,945
1046,33280671410,946
1047,90923160981,947
1048,20435614455,948
1049,29858600626,949
1050,91687008058,950
1051,75257511992,951
1052,71880892284,952
1053,71113856645,953
1054,81940537845,954
1055,82853416987,955
1056,20448401727,956
1057,55822146161,957
1058,61673726079,958
1059,96467619937,959
1060,40081661287,960
1061,22183291452,961
1062,12822276540,962
1063,96268283519,963
1064,80729478826,964
1065,88433743086,965
1066,47029989331,966
1067,73787987416,967
1068,40869546172,968
1069,24852271011,969
1070,50430318097,970
1071,14287653664,971
1072,85562462698,972
1073,25588288959,973
1074,25062177647,974
1075,90840443206,975
1076,90544528593,976
1077,26208445219,977
1078,88944396359,978
1079,73721588881,979
1080,94937614416,980
1081,20170478723,981
1082,43769643090,982
1083,96725823234,983
1084,69897317133,984
1085,18510543531,985
1086,50328544863,986
1087,49466115717,987
1088,11530686635,988
1089,73115737782,989
1090,81485477998,990
1091,96847837332,991
1092,24121146230,992
1093,28053276309,993
1094,29251558326,994
1095,66080923411,995
1096,75795040830,996
1097,66727152754,997
1098,25656238934,998
1099,55344071119,999
1100,46871029917,1000
1101,64442069508,1001
1102,56278041343,1002
1103,12763409836,1003
1104,62941387194,1004
1105,41325008597,1005
1106,72815230168,1006
1107,98252091083,1007
1108,28802940417,1008
1109,80965278473,1009
1110,19390796684,1010
1111,98594000522,1011
1112,99247974907,1012
1113,36074177847,1013
1114,58241798792,1014
1115,11325044355,1015
1116,19388070230,1016
1117,24273430039,1017
1118,49726990804,1018
1119,26024582984,1019
1120,45536242288,1020
1121,55618361739,1021
1122,87416671397,1022
1123,76608796794,1023
1124,59053286258,1024
1125,99616616717,1025
1126,56155492244,1026
1127,35722145201,1027
1128,10071496251,1028
1129,67528186340,1029
1130,42615096620,1030
1131,11884116641,1031
1132,45350860275,1032
1133,13402851086,1033
1134,28746103809,1034
1135,32600189536,1035
1136,99203122794,1036
1137,76207627811,1037
1138,67435399196,1038
1139,70392086082,1039
1140,32518737089,1040
1141,74558398364,1041
1142,43503192300,1042
1143,38321516920,1043
1144,91499676995,1044
1145,77788201045,1045
1146,50579282412,1046
1147,45431809056,1047
1148,24945221352,1048
1149,30201695753,1049
1150,93197864110,1050
1151,69907091218,1051
1152,24136414993,1052
1153,45019117915,1053
1154,51025252302,1054
1155,68088828110,1055
1156,47636466717,1056
1157,60039530420,1057
1158,43523395544,1058
1159,25584217241,1059
1160,89441723150,1060
1161,99506750997,1061
1162,12167424126,1062
1163,40847015138,1063
1164,11009938693,1064
1165,31021335702,1065
1166,63769659672,1066
1167,79951432877,1067
1168,82746049126,1068
1169,48734438153,1069
1170,93750922985,1070
1171,16841278927,1071
1172,12637072579,1072
1173,22421139031,1073
1174,25887465339,1074
1175,31634480211,1075
1176,39454077837,1076
1177,48130859927,1077
1178,76351941311,1078
1179,55999929347,1079
1180,46721214948,1080
1181,74705334259,1081
1182,66002845219,1082
1183,59435568327,1083
1184,80207211991,1084
1185,48300212672,1085
1186,46510179801,1086
1187,97657896500,1087
1188,38542006017,1088
1189,83947883325,1089
1190,32393262212,1090
1191,52608106994,1091
1192,70880432239,1092
1193,76981699217,1093
1194,31342197647,1094
1195,17529848410,1095
1196,22678780680,1096
1197,28799276262,1097
1198,96051708907,1098
1199,48512583286,1099
1200,45891410252,1100
1201,22398225757,1101
1202,24717849290,1102
1203,62239402126,1103
1204,25456557527,1104
1205,84431029416,1105
1206,37852665334,1106
1207,88241360713,1107
1208,29802448964,1108
1209,52060347756,1109
1210,32483279037,1110
1211,59516546373,1111
1212,59240537781,1112
1213,55716621155,1113
1214,62614728047,1114
1215,44463206371,1115
1216,92701284599,1116
1217,62290395916,1117
1218,87611395344,1118
1219,10245741792,1119
1220,37036129966,1120
1221,13041997348,1121
1222,91723127966,1122
1223,18531443043,1123
1224,50109491084,1124
1225,82826414771,1125
1226,45473665128,1126
1227,11502130031,1127
1228,72251177372,1128
1229,84026278765,1129
1230,59229019717,1130
1231,72477875133,1131
1232,93400935715,1132
1233,24845058347,1133
1234,42869751129,1134
1235,26058348565,1135
1236,31137404642,1136
1237,54842735594,1137
1238,66128001761,1138
1239,69075958810,1139
1240,52484536577,1140
1241,93418052837,1141
1242,85413689967,1142
1243,67792501976,1143
1244,40833402444,1144
1245,47036689643,1145
1246,29041626786,1146
1247,39923263234,1147
1248,50120538826,1148
1249,67223530947,1149
1250,20622383440,1150
1251,86013985115,1151
1252,96451453313,1152
1253,79172200768,1153
1254,94593044530,1154
1255,53279766201,1155
1256,49660546383,1156
1257,12815108749,1157
1258,70135541140,1158
1259,10469143835,1159
1260,44672306482,1160
1261,66035038261,1161
1262,17829011150,1162
1263,54692987532,1163
1264,66789259960,1164
1265,14486836502,1165
1266,13130948025,1166
1267,63340214518,1167
1268,25209348962,1168
1269,82516403193,1169
1270,97100803393,1170
1271,85741810786,1171
1272,73427476913,1172
1273,48483162355,1173
1274,93951241932,1174
1275,90948842209,1175
1276,13221560343,1176
1277,56837457202,1177
1278,50882555112,1178
1279,61545093507,1179
1280,94450978065,1180
1281,78511150773,1181
1282,28067195446,1182
1283,58246437427,1183
1284,57147929411,1184
1285,51601075141,1185
1286,10604770152,1186
1287,98266588145,1187
1288,90964517592,1188
1289,44214803588,1189
1290,13363912461,1190
1291,50786915840,1191
1292,91517580922,1192
1293,81473417368,1193
1294,28759909898,1194
1295,79302141993,1195
1296,79285480288,1196
1297,23440458413,1197
1298,92902293311,1198
1299,40868169526,1199
1300,83986614795,1200
1301,60175847556,1201
1302,33303659437,1202
1303,50858364645,1203
1304,54733806070,1204
1305,88877107398,1205
1306,65318613556,1206
1307,47937406715,1207
1308,46537695406,1208
1309,41871849824,1209
1310,68144307027,1210
1311,81066219802,1211
1312,17298412843,1212
1313,83011857648,1213
1314,26177267920,1214
1315,14338608989,1215
1316,34379528234,1216
1317,50425666351,1217
1318,34602542956,1218
1319,50504292317,1219
1320,84863031822,1220
1321,47374587637,1221
1322,40270541346,1222
1323,84855122927,1223
1324,35403828709,1224
1325,87298610080,1225
1326,64838842097,1226
1327,93677947863,1227
1328,24813511544,1228
1329,78651602525,1229
1330,14824415927,1230
1331,69615021895,1231
1332,40246194032,1232
1333,19303745506,1233
1334,40040038256,1234
1335,90323762279,1235
1336,14888482204,1236
1337,67751385317,1237
1338,20758692297,1238
1339,85642632413,1239
1340,47304871932,1240
1341,83753132052,1241
1342,39838605962,1242
1343,42727772362,1243
1344,63822599069,1244
1345,83606922985,1245
1346,64368984174,1246
1347,88285190378,1247
1348,14102942225,1248
1349,78367984115,1249
1350,78589137250,1250
1351,25085102626,1251
1352,90330896401,1252
1353,46495090199,1253
1354,66462197747,1254
1355,88846402182,1255
1356,17787894603,1256
1357,13193950125,1257
1358,91097391041,1258
1359,10020104245,1259
1360,16630087674,1260
1361,44019114246,1261
1362,36617639020,1262
1363,93531405029,1263
1364,35994449449,1264
1365,73605074344,1265
1366,51929589429,1266
1367,39306955125,1267
1368,21121392632,1268
1369,91171705485,1269
1370,28872760203,1270
1371,40368075861,1271
1372,47652594353,1272
1373,90777495872,1273
1374,86773711051,1274
1375,94752623272,1275
1376,86495018347,1276
1377,36615781838,1277
1378,42110924370,1278
1379,92257473600,1279
1380,73372905015,1280
1381,89440480029,1281
1382,17002246179,1282
1383,40693414306,1283
1384,67916539240,1284
1385,98326846758,1285
1386,58656943117,1286
1387,36695091865,1287
1388,32225237306,1288
1389,87449563928,1289
1390,76521372355,1290
1391,17324191225,1291
1392,92875221767,1292
1393,73396144343,1293
1394,25072894795,1294
1395,86605277396,1295
1396,41849990130,1296
1397,55184269887,1297
1398,60266604120,1298
1399,32208885470,1299
1400,42913732744,1300
1401,35190724151,1301
1402,21608298482,1302
1403,47373204901,1303
1404,91511751109,1304
1405,93305267282,1305
1406,11906345634,1306
1407,19558721071,1307
1408,76446918363,1308
1409,99945264494,1309
1410,62925200423,1310
1411,56156278230,1311
1412,58708300058,1312
1413,56389515591,1313
1414,69397528882,1314
1415,35407579966,1315
1416,16229088342,1316
1417,74461764113,1317
1418,57645211996,1318
1419,88775851938,1319
1420,49508698297,1320
1421,91954008197,1321
1422,61764602739,1322
1423,95028812089,1323
1424,65146217804,1324
1425,33973802677,1325
1426,11090121601,1326
1427,22659624028,1327
1428,25848358704,1328
1429,49059076106,1329
1430,55158530115,1330
1431,50342093717,1331
1432,30326952308,1332
1433,29394371020,1333
1434,24306516785,1334
1435,82601625381,1335
1436,89726681273,1336
1437,44458863359,1337
1438,13145715554,1338
1439,77008647162,1339
1440,63349991197,1340
1441,51760803294,1341
1442,45825626822,1342
1443,64138306934,1343
1444,42562942874,1344
1445,87629567936,1345
1446,14234747861,1346
1447,51926044482,1347
1448,49704367119,1348
1449,56724322971,1349
1450,68289701016,1350
1451,21565327949,1351
1452,38530329378,1352
1453,52232600393,1353
1454,17412207115,1354
1455,72868298488,1355
1456,75598515450,1356
1457,74473995611,1357
1458,81771979967,1358
1459,13388884836,1359
1460,76709922315,1360
1461,36835163006,1361
1462,16345181239,1362
1463,75404637534,1363
1464,59175378264,1364
1465,89353861369,1365
1466,46919918765,1366
1467,70953435642,1367
1468,35229741082,1368
1469,63117273393,1369
1470,87427693640,1370
1471,50551022331,1371
1472,18128803285,1372
1473,22580745598,1373
1474,51365207538,1374
1475,95628928627,1375
1476,86878745249,1376
1477,71807628063,1377
1478,31374577277,1378
1479,69549090653,1379
1480,71313067213,1380
1481,83763549874,1381
1482,86206118648,1382
1483,79540095887,1383
1484,65554853526,1384
1485,90123603688,1385
1486,25742935842,1386
1487,43861021643,1387
1488,46002517465,1388
1489,23707570136,1389
1490,12632023933,1390
1491,12227022434,1391
1492,51573677238,1392
1493,48937342778,1393
1494,54425458886,1394
1495,20992112170,1395
1496,72570353173,1396
1497,31750717496,1397
1498,94806418946,1398
1499,56064715980,1399
1500,94619490934,1400
1501,83353698947,1401
1502,20909208842,1402
1503,53294985549,1403
1504,89573747024,1404
1505,45895235642,1405
1506,66888017741,1406
1507,56712413696,1407
1508,30568205301,1408
1509,11004282987,1409
1510,28222652400,1410
1511,37711615388,1411
1512,42531588216,1412
1513,93772793215,1413
1514,98525827789,1414
1515,70177767414,1415
1516,15889915447,1416
1517,21987237959,1417
1518,42925959600,1418
1519,95886888311,1419
1520,10272127221,1420
1521,11356785707,1421
1522,59892429669,1422
1523,47477016407,1423
1524,76465463044,1424
1525,81736724987,1425
1526,89840111398,1426
1527,21628346379,1427
1528,25621827086,1428
1529,12040736997,1429
1530,49491200442,1430
1531,22216365174,1431
1532,86295187085,1432
1533,23880717874,1433
1534,19439324852,1434
1535,84011315769,1435
1536,99240558380,1436
1537,18468958424,1437
1538,75246100166,1438
1539,21315832344,1439
1540,82440828865,1440
1541,65036546608,1441
1542,71036809655,1442
1543,16271170816,1443
1544,58571802972,1444
1545,15741875274,1445
1546,93286538375,1446
1547,87420134946,1447
1548,86701274399,1448
1549,50963648602,1449
1550,48431456237,1450
1551,74447058022,1451
1552,76641936260,1452
1553,72394419855,1453
1554,50994084789,1454
1555,26494524642,1455
1556,97141932301,1456
1557,10107299659,1457
1558,86976641217,1458
1559,53163023466,1459
1560,24940915528,1460
1561,12971131446,1461
1562,19609024000,1462
1563,54416895388,1463
1564,94343340296,1464
1565,39138309238,1465
1566,28209745956,1466
1567,51175153430,1467
1568,11101034491,1468
1569,66162766395,1469
1570,65134384156,1470
1571,32513630876,1471
1572,26408555194,1472
1573,56441701757,1473
1574,38352023464,1474
1575,33211801530,1475
1576,21434935946,1476
1577,37797374919,1477
1578,40479857983,1478
1579,17088269602,1479
1580,61222115665,1480
1581,46659797546,1481
1582,56918793909,1482
1583,53234232332,1483
1584,66612319188,1484
1585,53790919395,1485
1586,70814009682,1486
1587,72693999766,1487
1588,31331246472,1488
1589,46596494422,1489
1590,94557750810,1490
1591,35173941453,1491
1592,64426999014,1492
1593,97393126720,1493
1594,47087710171,1494
1595,59510296974,1495
1596,44717448311,1496
1597,71926905266,1497
1598,90560687528,1498
1599,97689900753,1499
1600,25054119714,1500
1601,24931672937,1501
1602,98239634749,1502
1603,67089908996,1503
1604,84424676868,1504
1605,36326675984,1505
1606,64574434046,1506
1607,94057078722,1507
1608,55771530283,1508
1609,26404713642,1509
1610,39631892053,1510
1611,80731427883,1511
1612,38335568050,1512
1613,50193480068,1513
1614,87622252677,1514
1615,87668674688,1515
1616,95352796978,1516
1617,26247345499,1517
1618,55226237945,1518
1619,59177906337,1519
1620,36280965538,1520
1621,34003528204,1521
1622,90765689430,1522
1623,95810599446,1523
